customer,st,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
SL50592,California,,High School or Below,783568,0,71,0,Corporate Auto,Four-Door Car,404
XP11075,Arizona,,Bachelor,1456726,0,148,0,Personal Auto,SUV,710
SI31236,Oregon,,Bachelor,1017133,70200,65,0,Corporate Auto,Four-Door Car,312
JN26745,Nevada,,Bachelor,413577,0,112,0,Special Auto,Four-Door Car,707
VK48036,Oregon,,College,551149,79027,70,0,Corporate Auto,Four-Door Car,336
JX76668,Washington,,High School or Below,1131424,62935,141,0,Personal Auto,Luxury,232
DS45802,California,,High School or Below,541461,26893,68,0,Personal Auto,Four-Door Car,68
OA96690,Oregon,,High School or Below,742159,47406,94,1,Personal Auto,Four-Door Car,287
EM27919,California,,Bachelor,445811,17622,65,1,Personal Auto,Four-Door Car,312
QO41043,Oregon,,College,1447612,27572,124,0,Corporate Auto,SUV,595
OV50124,Oregon,,College,493688,0,72,2,Personal Auto,Two-Door Car,391
PR31642,Oregon,,Bachelor,452527,32802,114,0,Personal Auto,SUV,547
BU41599,Washington,,Master,558176,62739,70,0,Personal Auto,Two-Door Car,239
TK30357,California,,Bachelor,1413434,90844,118,0,Personal Auto,SUV,232
NF31087,Nevada,,High School or Below,2472318,44685,69,0,Personal Auto,Four-Door Car,331
NH16984,California,,Bachelor,283806,0,80,0,Personal Auto,Four-Door Car,336
OS75493,California,,High School or Below,384848,42589,98,0,Corporate Auto,Four-Door Car,470
VT63298,Oregon,,Bachelor,1950447,0,72,0,Personal Auto,Four-Door Car,345
QS75550,Washington,,Bachelors,248004,93383,62,0,Corporate Auto,Two-Door Car,244
SZ16483,Arizona,,High School or Below,436137,79583,109,2,Personal Auto,Four-Door Car,523
VM92311,Arizona,,High School or Below,252907,89129,64,0,Personal Auto,Four-Door Car,328
NJ46849,Arizona,,College,250444,0,69,0,Personal Auto,Four-Door Car,496
WZ31900,Oregon,,Bachelor,864970,94389,107,0,Corporate Auto,SUV,85
RG30482,Oregon,,College,1366835,0,197,0,Personal Auto,SUV,1418
ZM86949,Oregon,,High School or Below,2063508,84106,64,0,Personal Auto,Two-Door Car,334
QQ39596,Arizona,,College,251753,0,69,0,Personal Auto,Four-Door Car,42
FH51383,California,,High School or Below,532667,76717,66,0,Personal Auto,Two-Door Car,300
BJ53923,Arizona,,High School or Below,260027,51978,66,0,Corporate Auto,Four-Door Car,144
CZ96653,Oregon,,Bachelor,853479,47325,107,0,Personal Auto,SUV,64
FB23788,Oregon,,High School or Below,882883,86721,111,0,Corporate Auto,SUV,532
NT43594,Nevada,,Bachelor,224844,24910,63,1,Personal Auto,Four-Door Car,347
RJ85627,Washington,,Bachelor,1230276,43817,62,1,Personal Auto,Four-Door Car,245
KJ86296,Oregon,,High School or Below,455659,0,73,2,Personal Auto,Four-Door Car,525
PI47776,Oregon,,Bachelor,253070,89451,63,0,Corporate Auto,Four-Door Car,61
MD73554,California,,College,525198,59537,66,0,Personal Auto,Two-Door Car,316
UX92071,Oregon,,High School or Below,674311,0,199,0,Personal Auto,Luxury,955
YG44474,Oregon,,College,1401472,54193,117,0,Corporate Auto,SUV,720
UH45301,Oregon,,College,943891,86946,118,0,Personal Auto,Four-Door Car,340
RY92647,California,,Bachelor,1050677,0,92,0,Personal Auto,Four-Door Car,546
IK12620,Arizona,,High School or Below,421391,12160,109,0,Personal Auto,Four-Door Car,489
GQ66762,California,,College,477368,33701,63,0,Personal Auto,Four-Door Car,171
YT69858,Washington,,Bachelor,544142,85702,67,0,Personal Auto,Two-Door Car,249
XD85577,California,,Bachelor,284226,69417,73,1,Personal Auto,Four-Door Car,30
TM65736,Oregon,,Master,305955,38644,78,1,Personal Auto,Four-Door Car,361
VJ51327,California,,High School or Below,2031499,63209,102,2,Personal Auto,SUV,207
GS98873,Arizona,,Bachelor,323912,16061,88,0,Personal Auto,Four-Door Car,633
CW49887,California,,Master,462680,79487,114,0,Special Auto,SUV,547
MY31220,California,,College,899704,54230,112,0,Personal Auto,Two-Door Car,537
AA71604,California,,,588174,36234,83,0,,,354
